[03:21:48.439] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:21:52.929] Start pre_training
[03:21:52.929] 27 iterations per epoch
[03:22:36.800] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:22:37.614] Start pre_training
[03:22:37.614] 27 iterations per epoch
[03:23:16.902] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:23:17.709] Start pre_training
[03:23:17.710] 27 iterations per epoch
[21:15:56.938] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:15:59.325] Start pre_training
[21:15:59.326] 27 iterations per epoch
[21:16:08.183] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:16:08.232] iteration 2: loss: 2.220989, mix_dice: 1.643955, mix_ce: 2.798024
[21:16:08.253] iteration 3: loss: 2.019784, mix_dice: 1.623401, mix_ce: 2.416168
[21:16:08.273] iteration 4: loss: 1.724046, mix_dice: 1.523630, mix_ce: 1.924462
[21:32:50.218] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:32:50.372] Start pre_training
[21:32:50.372] 27 iterations per epoch
[21:32:51.177] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:32:51.207] iteration 2: loss: 2.220989, mix_dice: 1.643954, mix_ce: 2.798024
[21:32:51.228] iteration 3: loss: 2.019782, mix_dice: 1.623401, mix_ce: 2.416163
[21:32:51.249] iteration 4: loss: 1.724035, mix_dice: 1.523627, mix_ce: 1.924443
[21:32:51.995] iteration 5: loss: 1.449304, mix_dice: 1.530655, mix_ce: 1.367953
[21:32:52.017] iteration 6: loss: 1.161214, mix_dice: 1.409315, mix_ce: 0.913114
[22:01:13.580] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:01:14.774] Start pre_training
[22:01:14.775] 27 iterations per epoch
[22:16:45.993] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:16:46.155] Start pre_training
[22:16:46.155] 27 iterations per epoch
[22:16:48.887] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224, lr: 0.010000
[22:21:44.792] iteration 12: loss: 0.892390, mix_dice: 1.409367, mix_ce: 0.375412, lr: 0.010000
[22:21:44.824] iteration 13: loss: 0.933248, mix_dice: 1.424882, mix_ce: 0.441614, lr: 0.010000
[22:21:44.857] iteration 14: loss: 0.943646, mix_dice: 1.418474, mix_ce: 0.468817, lr: 0.010000
[22:21:44.888] iteration 15: loss: 1.559529, mix_dice: 1.456845, mix_ce: 1.662213, lr: 0.010000
[22:21:45.005] iteration 16: loss: 1.008326, mix_dice: 1.467508, mix_ce: 0.549145, lr: 0.010000
[22:21:45.031] iteration 17: loss: 0.994631, mix_dice: 1.464592, mix_ce: 0.524671, lr: 0.010000
[22:21:45.054] iteration 18: loss: 0.950288, mix_dice: 1.417604, mix_ce: 0.482973, lr: 0.010000
[22:21:45.084] iteration 19: loss: 0.825780, mix_dice: 1.366572, mix_ce: 0.284988, lr: 0.010000
[22:21:45.224] iteration 20: loss: 0.893297, mix_dice: 1.402861, mix_ce: 0.383734, lr: 0.010000
[22:21:45.296] iteration 21: loss: 0.907588, mix_dice: 1.384458, mix_ce: 0.430717, lr: 0.010000
[22:21:45.324] iteration 22: loss: 0.904407, mix_dice: 1.363386, mix_ce: 0.445428, lr: 0.010000
[22:21:45.347] iteration 23: loss: 0.918469, mix_dice: 1.399513, mix_ce: 0.437425, lr: 0.010000
[22:21:45.382] iteration 24: loss: 1.003650, mix_dice: 1.407915, mix_ce: 0.599385, lr: 0.010000
[22:21:45.406] iteration 25: loss: 0.962790, mix_dice: 1.433273, mix_ce: 0.492307, lr: 0.010000
[22:21:45.426] iteration 26: loss: 0.928837, mix_dice: 1.455504, mix_ce: 0.402169, lr: 0.010000
[22:21:45.446] iteration 27: loss: 0.899571, mix_dice: 1.476114, mix_ce: 0.323029, lr: 0.010000
[22:21:45.834] iteration 28: loss: 0.946360, mix_dice: 1.466071, mix_ce: 0.426649, lr: 0.010000
[22:21:45.863] iteration 29: loss: 0.915429, mix_dice: 1.428831, mix_ce: 0.402026, lr: 0.010000
[22:21:45.892] iteration 30: loss: 0.881393, mix_dice: 1.455987, mix_ce: 0.306798, lr: 0.010000
[22:21:45.918] iteration 31: loss: 0.891958, mix_dice: 1.399160, mix_ce: 0.384756, lr: 0.010000
[22:21:46.041] iteration 32: loss: 0.948983, mix_dice: 1.417972, mix_ce: 0.479995, lr: 0.010000
[22:21:46.079] iteration 33: loss: 0.889358, mix_dice: 1.424729, mix_ce: 0.353988, lr: 0.010000
[22:21:46.111] iteration 34: loss: 0.992534, mix_dice: 1.411309, mix_ce: 0.573760, lr: 0.010000
[22:21:46.145] iteration 35: loss: 0.941404, mix_dice: 1.396801, mix_ce: 0.486007, lr: 0.010000
[22:26:53.909] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:26:54.070] Start pre_training
[22:26:54.070] 27 iterations per epoch
[22:26:55.362] iteration 1: loss: 2.332891, mix_dice: 1.656572, mix_ce: 3.009211, lr: 0.010000
[22:26:55.391] iteration 2: loss: 1.694613, mix_dice: 1.531494, mix_ce: 1.857733, lr: 0.010000
[22:26:55.434] iteration 3: loss: 1.094098, mix_dice: 1.396761, mix_ce: 0.791435, lr: 0.010000
[22:26:55.471] iteration 4: loss: 0.949676, mix_dice: 1.419024, mix_ce: 0.480328, lr: 0.010000
[22:26:55.501] iteration 5: loss: 0.822550, mix_dice: 1.451972, mix_ce: 0.193128, lr: 0.010000
[22:26:55.530] iteration 6: loss: 0.939542, mix_dice: 1.473181, mix_ce: 0.405903, lr: 0.010000
[22:26:55.558] iteration 7: loss: 0.906062, mix_dice: 1.462499, mix_ce: 0.349625, lr: 0.010000
[22:26:55.583] iteration 8: loss: 0.852648, mix_dice: 1.424377, mix_ce: 0.280919, lr: 0.010000
[22:26:55.815] iteration 9: loss: 0.911945, mix_dice: 1.450164, mix_ce: 0.373727, lr: 0.010000
[22:26:55.980] iteration 10: loss: 0.863471, mix_dice: 1.379190, mix_ce: 0.347752, lr: 0.010000
[22:26:56.227] iteration 11: loss: 0.926567, mix_dice: 1.396611, mix_ce: 0.456524, lr: 0.010000
[22:26:56.251] iteration 12: loss: 0.859769, mix_dice: 1.378441, mix_ce: 0.341097, lr: 0.010000
[22:26:56.595] iteration 13: loss: 0.976465, mix_dice: 1.439945, mix_ce: 0.512985, lr: 0.010000
[22:26:56.663] iteration 14: loss: 0.959959, mix_dice: 1.443034, mix_ce: 0.476885, lr: 0.010000
[22:26:56.835] iteration 15: loss: 0.905248, mix_dice: 1.376158, mix_ce: 0.434339, lr: 0.010000
[22:26:57.125] iteration 16: loss: 1.008066, mix_dice: 1.448611, mix_ce: 0.567520, lr: 0.010000
[22:26:57.312] iteration 17: loss: 1.003265, mix_dice: 1.428179, mix_ce: 0.578352, lr: 0.010000
[22:26:57.335] iteration 18: loss: 0.956387, mix_dice: 1.389992, mix_ce: 0.522782, lr: 0.010000
[22:26:57.808] iteration 19: loss: 0.845538, mix_dice: 1.343453, mix_ce: 0.347623, lr: 0.010000
[22:26:57.830] iteration 20: loss: 0.884698, mix_dice: 1.362624, mix_ce: 0.406772, lr: 0.010000
[22:26:57.890] iteration 21: loss: 0.914249, mix_dice: 1.395181, mix_ce: 0.433317, lr: 0.010000
[22:26:58.155] iteration 22: loss: 0.946882, mix_dice: 1.442166, mix_ce: 0.451599, lr: 0.010000
[22:26:58.472] iteration 23: loss: 0.893118, mix_dice: 1.437161, mix_ce: 0.349074, lr: 0.010000
[22:26:58.494] iteration 24: loss: 1.014224, mix_dice: 1.466620, mix_ce: 0.561827, lr: 0.010000
[22:26:58.516] iteration 25: loss: 0.875179, mix_dice: 1.382990, mix_ce: 0.367368, lr: 0.010000
[22:26:59.036] iteration 26: loss: 0.898775, mix_dice: 1.397810, mix_ce: 0.399739, lr: 0.010000
[22:26:59.373] iteration 27: loss: 0.901697, mix_dice: 1.416341, mix_ce: 0.387054, lr: 0.010000
[22:27:00.109] iteration 28: loss: 1.009987, mix_dice: 1.396118, mix_ce: 0.623856, lr: 0.010000
[22:27:00.298] iteration 29: loss: 0.889423, mix_dice: 1.408868, mix_ce: 0.369977, lr: 0.010000
[22:27:00.331] iteration 30: loss: 0.968860, mix_dice: 1.446896, mix_ce: 0.490824, lr: 0.010000
[22:27:00.359] iteration 31: loss: 0.895380, mix_dice: 1.428404, mix_ce: 0.362357, lr: 0.010000
[22:27:00.851] iteration 32: loss: 0.960739, mix_dice: 1.442270, mix_ce: 0.479207, lr: 0.010000
[22:27:00.876] iteration 33: loss: 0.805318, mix_dice: 1.462024, mix_ce: 0.148612, lr: 0.010000
[22:27:00.899] iteration 34: loss: 0.824243, mix_dice: 1.482444, mix_ce: 0.166042, lr: 0.010000
[22:27:00.923] iteration 35: loss: 0.915170, mix_dice: 1.473437, mix_ce: 0.356902, lr: 0.010000
[22:27:01.447] iteration 36: loss: 0.954879, mix_dice: 1.470818, mix_ce: 0.438940, lr: 0.010000
[22:27:01.473] iteration 37: loss: 0.949535, mix_dice: 1.472005, mix_ce: 0.427065, lr: 0.010000
[22:27:01.502] iteration 38: loss: 0.945895, mix_dice: 1.415765, mix_ce: 0.476024, lr: 0.010000
[22:27:01.534] iteration 39: loss: 0.923710, mix_dice: 1.401694, mix_ce: 0.445726, lr: 0.010000
[22:27:01.631] iteration 40: loss: 0.879381, mix_dice: 1.351216, mix_ce: 0.407545, lr: 0.010000
[22:27:02.147] iteration 41: loss: 0.883532, mix_dice: 1.349033, mix_ce: 0.418031, lr: 0.010000
[22:27:02.177] iteration 42: loss: 0.840195, mix_dice: 1.337909, mix_ce: 0.342481, lr: 0.010000
[22:27:02.202] iteration 43: loss: 0.954100, mix_dice: 1.370385, mix_ce: 0.537814, lr: 0.010000
[22:27:02.709] iteration 44: loss: 0.874505, mix_dice: 1.353682, mix_ce: 0.395327, lr: 0.010000
[22:27:02.740] iteration 45: loss: 0.853087, mix_dice: 1.350195, mix_ce: 0.355979, lr: 0.010000
[22:27:02.770] iteration 46: loss: 0.958781, mix_dice: 1.409651, mix_ce: 0.507911, lr: 0.009999
[22:27:02.795] iteration 47: loss: 0.802394, mix_dice: 1.380014, mix_ce: 0.224775, lr: 0.009999
[22:27:03.389] iteration 48: loss: 0.787070, mix_dice: 1.379876, mix_ce: 0.194264, lr: 0.009999
[22:27:03.641] iteration 49: loss: 0.871469, mix_dice: 1.403521, mix_ce: 0.339417, lr: 0.009999
[22:27:03.665] iteration 50: loss: 0.916995, mix_dice: 1.462332, mix_ce: 0.371659, lr: 0.009999
[22:27:03.692] iteration 51: loss: 0.822265, mix_dice: 1.380920, mix_ce: 0.263611, lr: 0.009999
[22:27:04.107] iteration 52: loss: 0.787621, mix_dice: 1.340448, mix_ce: 0.234794, lr: 0.009999
[22:27:04.376] iteration 53: loss: 0.799756, mix_dice: 1.336639, mix_ce: 0.262873, lr: 0.009999
[22:27:04.397] iteration 54: loss: 0.972681, mix_dice: 1.452676, mix_ce: 0.492685, lr: 0.009999
